"NAVDate","NAVPrice","NAVCurrency","AUMSize","AUMCurrency"
"14 févr. 2008","46,6700","EUR","151,2742M","EUR"
"13 févr. 2008","46,6100","EUR","151,9440M","EUR"
"12 févr. 2008","46,4900","EUR","151,5660M","EUR"
"11 févr. 2008","45,2500","EUR","147,5253M","EUR"
"08 févr. 2008","45,6200","EUR","148,6979M","EUR"
"07 févr. 2008","45,4700","EUR","148,4475M","EUR"
"06 févr. 2008","46,1300","EUR","150,6890M","EUR"
"05 févr. 2008","45,7400","EUR","149,4047M","EUR"
"04 févr. 2008","47,3800","EUR","175,5315M","EUR"
"01 févr. 2008","47,4500","EUR","175,8105M","EUR"
"31 janv. 2008","46,4000","EUR","171,9291M","EUR"
"30 janv. 2008","46,6200","EUR","172,7992M","EUR"
"29 janv. 2008","46,9500","EUR","174,0558M","EUR"
"28 janv. 2008","46,2600","EUR","188,4792M","EUR"
"25 janv. 2008","46,6200","EUR","190,2796M","EUR"
"24 janv. 2008","46,3100","EUR","189,1022M","EUR"
"23 janv. 2008","44,2300","EUR","196,0002M","EUR"
"22 janv. 2008","45,7000","EUR","221,6510M","EUR"
"21 janv. 2008","45,0900","EUR","218,9563M","EUR"
"18 janv. 2008","47,4600","EUR","230,5194M","EUR"
"17 janv. 2008","47,9700","EUR","237,0167M","EUR"
"16 janv. 2008","48,2200","EUR","239,6762M","EUR"
"15 janv. 2008","48,6800","EUR","242,0622M","EUR"
"14 janv. 2008","49,7800","EUR","247,5740M","EUR"
"11 janv. 2008","49,7100","EUR","247,1450M","EUR"
"10 janv. 2008","49,9500","EUR","248,8524M","EUR"
"09 janv. 2008","50,2200","EUR","250,2540M","EUR"
"08 janv. 2008","50,9400","EUR","253,8599M","EUR"
"07 janv. 2008","50,6200","EUR","253,3334M","EUR"
"04 janv. 2008","50,7800","EUR","267,6477M","EUR"
"03 janv. 2008","51,4500","EUR","271,3283M","EUR"
"02 janv. 2008","51,7900","EUR","273,1144M","EUR"
"31 déc. 2007","52,4200","EUR","276,4278M","EUR"
"28 déc. 2007","52,2800","EUR","275,6659M","EUR"
"27 déc. 2007","52,3200","EUR","276,1839M","EUR"
"21 déc. 2007","52,2900","EUR","276,0900M","EUR"
"20 déc. 2007","51,8000","EUR","273,5254M","EUR"
"19 déc. 2007","51,8100","EUR","273,5686M","EUR"
"18 déc. 2007","52,0600","EUR","274,9466M","EUR"
"17 déc. 2007","51,8900","EUR","274,1237M","EUR"
"14 déc. 2007","52,7000","EUR","278,4761M","EUR"
"13 déc. 2007","52,5300","EUR","277,5566M","EUR"
"12 déc. 2007","53,6100","EUR","283,3452M","EUR"
"11 déc. 2007","53,5600","EUR","283,1001M","EUR"
"10 déc. 2007","53,7500","EUR","284,1268M","EUR"
"07 déc. 2007","53,4500","EUR","282,6372M","EUR"
"06 déc. 2007","52,9400","EUR","279,3308M","EUR"
"05 déc. 2007","53,1400","EUR","280,4038M","EUR"
"04 déc. 2007","52,3800","EUR","276,4019M","EUR"
"03 déc. 2007","53,1000","EUR","280,2029M","EUR"
"30 nov. 2007","53,4600","EUR","283,5889M","EUR"
"29 nov. 2007","52,9000","EUR","281,3073M","EUR"
"28 nov. 2007","52,7500","EUR","280,6496M","EUR"
"27 nov. 2007","51,4900","EUR","274,1424M","EUR"
"26 nov. 2007","51,6800","EUR","274,9263M","EUR"
"23 nov. 2007","52,1400","EUR","277,8168M","EUR"
"22 nov. 2007","51,4000","EUR","273,8174M","EUR"
"21 nov. 2007","51,0700","EUR","272,2212M","EUR"
"20 nov. 2007","52,1500","EUR","278,0093M","EUR"
"19 nov. 2007","51,6500","EUR","275,2784M","EUR"
"16 nov. 2007","52,6800","EUR","280,8130M","EUR"
"15 nov. 2007","53,1600","EUR","282,8607M","EUR"
"14 nov. 2007","53,7000","EUR","285,7219M","EUR"
"13 nov. 2007","53,4400","EUR","284,3090M","EUR"
"12 nov. 2007","53,3000","EUR","283,8697M","EUR"
"09 nov. 2007","53,6100","EUR","285,6746M","EUR"
"08 nov. 2007","54,3700","EUR","289,9033M","EUR"
"07 nov. 2007","54,7200","EUR","291,8879M","EUR"
"06 nov. 2007","55,2300","EUR","294,8227M","EUR"
"05 nov. 2007","55,1000","EUR","294,5984M","EUR"
"02 nov. 2007","55,3000","EUR","295,6782M","EUR"
"01 nov. 2007","55,4900","EUR","296,6810M","EUR"
"30 oct. 2007","55,8500","EUR","298,5870M","EUR"
"29 oct. 2007","56,1000","EUR","299,9753M","EUR"
"26 oct. 2007","55,8200","EUR","301,9398M","EUR"
"25 oct. 2007","55,7100","EUR","302,1755M","EUR"
"24 oct. 2007","55,2100","EUR","299,5927M","EUR"
"23 oct. 2007","55,4400","EUR","300,5408M","EUR"
"22 oct. 2007","54,9600","EUR","297,9411M","EUR"
"19 oct. 2007","55,6900","EUR","301,9366M","EUR"
"18 oct. 2007","55,9100","EUR","303,0972M","EUR"
"17 oct. 2007","56,3100","EUR","304,4769M","EUR"
"16 oct. 2007","55,7000","EUR","301,3072M","EUR"
"15 oct. 2007","56,0200","EUR","303,0484M","EUR"
"12 oct. 2007","56,6000","EUR","306,2834M","EUR"
"11 oct. 2007","56,6900","EUR","306,7588M","EUR"
"10 oct. 2007","56,3900","EUR","305,2453M","EUR"
"09 oct. 2007","56,2300","EUR","304,4256M","EUR"
"08 oct. 2007","55,8500","EUR","303,3768M","EUR"
"05 oct. 2007","55,8300","EUR","303,4332M","EUR"
"04 oct. 2007","55,5700","EUR","302,1019M","EUR"
"03 oct. 2007","55,6000","EUR","302,1563M","EUR"
"02 oct. 2007","55,5500","EUR","302,7953M","EUR"
"01 oct. 2007","55,5000","EUR","302,4959M","EUR"
"28 sept. 2007","55,0300","EUR","300,0828M","EUR"
"27 sept. 2007","55,1500","EUR","300,6499M","EUR"
"26 sept. 2007","54,7200","EUR","298,3168M","EUR"
"25 sept. 2007","54,2800","EUR","296,6340M","EUR"
"24 sept. 2007","54,9700","EUR","300,4161M","EUR"
"21 sept. 2007","55,0400","EUR","300,6459M","EUR"
"20 sept. 2007","54,8300","EUR","299,9369M","EUR"
"19 sept. 2007","54,9900","EUR","300,7856M","EUR"
"18 sept. 2007","53,8200","EUR","294,2362M","EUR"
"17 sept. 2007","53,1800","EUR","290,0089M","EUR"
"14 sept. 2007","53,8000","EUR","294,9395M","EUR"
"13 sept. 2007","54,4900","EUR","299,8344M","EUR"
"12 sept. 2007","54,2400","EUR","298,4522M","EUR"
"11 sept. 2007","54,1900","EUR","298,2790M","EUR"
"10 sept. 2007","53,5300","EUR","294,7016M","EUR"
"07 sept. 2007","54,0100","EUR","297,1060M","EUR"
"06 sept. 2007","55,1500","EUR","303,3977M","EUR"
"05 sept. 2007","54,8300","EUR","304,4919M","EUR"
"04 sept. 2007","55,7300","EUR","309,4795M","EUR"
"03 sept. 2007","55,4300","EUR","307,7603M","EUR"
"31 août 2007","55,2900","EUR","306,9940M","EUR"
"30 août 2007","54,6100","EUR","303,1567M","EUR"
"29 août 2007","54,0300","EUR","299,9238M","EUR"
"28 août 2007","53,7500","EUR","298,3295M","EUR"
"27 août 2007","54,4900","EUR","302,4198M","EUR"
"24 août 2007","54,4000","EUR","301,7750M","EUR"
"23 août 2007","54,2700","EUR","300,6526M","EUR"
"22 août 2007","54,1100","EUR","299,7058M","EUR"
"21 août 2007","53,0300","EUR","293,6879M","EUR"
"20 août 2007","52,9300","EUR","293,2526M","EUR"
"17 août 2007","52,5500","EUR","291,3550M","EUR"
"16 août 2007","51,8000","EUR","287,2887M","EUR"
"15 août 2007","53,6200","EUR","297,4025M","EUR"
"14 août 2007","53,6200","EUR","297,4025M","EUR"
"13 août 2007","54,2200","EUR","300,6850M","EUR"
"10 août 2007","53,2300","EUR","295,1161M","EUR"
"09 août 2007","54,6800","EUR","303,1708M","EUR"
"08 août 2007","55,5200","EUR","307,7842M","EUR"
"07 août 2007","54,5200","EUR","302,2796M","EUR"
"06 août 2007","54,1800","EUR","299,9004M","EUR"
"03 août 2007","54,8300","EUR","302,8318M","EUR"
"02 août 2007","55,7200","EUR","307,6675M","EUR"
"01 août 2007","55,4200","EUR","306,1031M","EUR"
"31 juil. 2007","56,3000","EUR","308,9527M","EUR"
"30 juil. 2007","55,3000","EUR","303,4609M","EUR"
"27 juil. 2007","55,4700","EUR","304,5458M","EUR"
"26 juil. 2007","55,9300","EUR","307,0757M","EUR"
"25 juil. 2007","57,7900","EUR","317,1260M","EUR"
"24 juil. 2007","58,2400","EUR","319,5373M","EUR"
"23 juil. 2007","59,1300","EUR","323,9655M","EUR"
"20 juil. 2007","58,8100","EUR","331,7749M","EUR"
"19 juil. 2007","59,5600","EUR","336,0040M","EUR"
"18 juil. 2007","59,0700","EUR","332,5394M","EUR"
"17 juil. 2007","59,7200","EUR","335,8413M","EUR"
"16 juil. 2007","60,0200","EUR","337,4438M","EUR"
"13 juil. 2007","59,9200","EUR","336,8862M","EUR"
"12 juil. 2007","59,7600","EUR","335,9045M","EUR"
"11 juil. 2007","59,0600","EUR","331,9276M","EUR"
"10 juil. 2007","59,1300","EUR","332,2083M","EUR"
"09 juil. 2007","59,7000","EUR","335,4059M","EUR"
"06 juil. 2007","59,5800","EUR","334,7476M","EUR"
"05 juil. 2007","59,2200","EUR","332,6824M","EUR"
"04 juil. 2007","59,5900","EUR","334,7235M","EUR"
"03 juil. 2007","59,3800","EUR","333,6032M","EUR"
"02 juil. 2007","59,0200","EUR","334,7053M","EUR"
"29 juin 2007","59,1000","EUR","327,4911M","EUR"
"28 juin 2007","58,7400","EUR","325,5671M","EUR"
"27 juin 2007","58,1200","EUR","322,0090M","EUR"
"26 juin 2007","58,4200","EUR","323,2993M","EUR"
"25 juin 2007","58,7600","EUR","325,1484M","EUR"
"22 juin 2007","58,8500","EUR","323,5343M","EUR"
"21 juin 2007","59,0700","EUR","323,9566M","EUR"
"20 juin 2007","59,6200","EUR","327,0097M","EUR"
"19 juin 2007","59,3100","EUR","325,2809M","EUR"
"18 juin 2007","59,4900","EUR","326,1538M","EUR"
"15 juin 2007","59,5900","EUR","326,9079M","EUR"
"14 juin 2007","58,8400","EUR","323,1952M","EUR"
"13 juin 2007","57,9600","EUR","318,3937M","EUR"
"12 juin 2007","57,6800","EUR","316,6607M","EUR"
"11 juin 2007","58,0100","EUR","318,2669M","EUR"
"08 juin 2007","57,3500","EUR","314,5788M","EUR"
"07 juin 2007","57,4500","EUR","315,2183M","EUR"
"06 juin 2007","58,1800","EUR","318,8338M","EUR"
"05 juin 2007","59,2900","EUR","324,9431M","EUR"
"04 juin 2007","59,4300","EUR","325,5706M","EUR"
"01 juin 2007","59,5700","EUR","326,3579M","EUR"
"31 mai 2007","58,9700","EUR","323,5341M","EUR"
"30 mai 2007","58,3300","EUR","319,9772M","EUR"
"29 mai 2007","58,5100","EUR","320,9288M","EUR"
"28 mai 2007","58,5300","EUR","320,9833M","EUR"
"25 mai 2007","58,5300","EUR","320,9833M","EUR"
"24 mai 2007","58,5100","EUR","321,4815M","EUR"
"23 mai 2007","58,9900","EUR","324,2839M","EUR"
"22 mai 2007","58,8800","EUR","323,5672M","EUR"
"21 mai 2007","58,6900","EUR","322,5364M","EUR"
"18 mai 2007","58,6400","EUR","322,2229M","EUR"
"17 mai 2007","58,1700","EUR","319,6284M","EUR"
"16 mai 2007","58,1700","EUR","319,6284M","EUR"
"15 mai 2007","58,0600","EUR","318,5541M","EUR"
"14 mai 2007","57,7200","EUR","317,2024M","EUR"
"11 mai 2007","57,8400","EUR","317,6173M","EUR"
"10 mai 2007","57,5200","EUR","314,9125M","EUR"
"09 mai 2007","57,9400","EUR","317,2571M","EUR"
"08 mai 2007","57,8400","EUR","316,5653M","EUR"
"07 mai 2007","58,3100","EUR","319,2419M","EUR"
"04 mai 2007","58,3200","EUR","319,4150M","EUR"
"03 mai 2007","57,8900","EUR","317,0329M","EUR"
"02 mai 2007","57,6500","EUR","315,2092M","EUR"
"01 mai 2007","57,5600","EUR","314,5244M","EUR"
"30 avr. 2007","57,5600","EUR","314,5244M","EUR"
"27 avr. 2007","57,4400","EUR","313,9242M","EUR"
"26 avr. 2007","57,5600","EUR","314,6362M","EUR"
"25 avr. 2007","57,4200","EUR","313,8337M","EUR"
"24 avr. 2007","57,0000","EUR","311,4503M","EUR"
"23 avr. 2007","57,5200","EUR","314,2580M","EUR"
"20 avr. 2007","57,5300","EUR","314,2845M","EUR"
"19 avr. 2007","56,8700","EUR","309,8151M","EUR"
"18 avr. 2007","57,0200","EUR","310,5098M","EUR"
"17 avr. 2007","57,3700","EUR","311,6951M","EUR"
"16 avr. 2007","57,4400","EUR","311,9624M","EUR"
"13 avr. 2007","56,7600","EUR","308,5032M","EUR"
"12 avr. 2007","56,6200","EUR","308,2136M","EUR"
"11 avr. 2007","56,8500","EUR","309,4139M","EUR"
"10 avr. 2007","57,1100","EUR","310,8861M","EUR"
"05 avr. 2007","56,9100","EUR","309,7463M","EUR"
"04 avr. 2007","56,9300","EUR","309,8370M","EUR"
"03 avr. 2007","56,9700","EUR","310,0721M","EUR"
"02 avr. 2007","56,3800","EUR","306,1278M","EUR"
"30 mars 2007","56,0300","EUR","300,4350M","EUR"
"29 mars 2007","55,9900","EUR","300,0303M","EUR"
"28 mars 2007","55,4500","EUR","297,0002M","EUR"
"27 mars 2007","55,6700","EUR","298,0925M","EUR"
"26 mars 2007","55,6700","EUR","297,9151M","EUR"
"23 mars 2007","56,0600","EUR","300,0298M","EUR"
"22 mars 2007","55,7500","EUR","298,3346M","EUR"
"21 mars 2007","55,0800","EUR","294,6606M","EUR"
"20 mars 2007","54,8700","EUR","293,5518M","EUR"
"19 mars 2007","54,2700","EUR","290,2213M","EUR"
"16 mars 2007","53,3900","EUR","285,5463M","EUR"
"15 mars 2007","53,4200","EUR","285,4516M","EUR"
"14 mars 2007","52,3900","EUR","279,8960M","EUR"
"13 mars 2007","53,3900","EUR","285,1788M","EUR"
"12 mars 2007","53,8500","EUR","287,6521M","EUR"
"09 mars 2007","53,7600","EUR","287,2200M","EUR"
"08 mars 2007","53,8400","EUR","287,6083M","EUR"
"07 mars 2007","53,1900","EUR","284,3116M","EUR"
"06 mars 2007","52,8400","EUR","283,3017M","EUR"
"05 mars 2007","52,3300","EUR","280,6582M","EUR"
"02 mars 2007","53,0400","EUR","284,5036M","EUR"
"01 mars 2007","53,1900","EUR","285,3378M","EUR"
"28 févr. 2007","53,6100","EUR","288,4507M","EUR"
"27 févr. 2007","54,2400","EUR","291,8938M","EUR"
"26 févr. 2007","56,1600","EUR","301,9191M","EUR"
"23 févr. 2007","55,8900","EUR","300,0876M","EUR"
"22 févr. 2007","55,8400","EUR","299,7001M","EUR"
"21 févr. 2007","55,7700","EUR","299,1173M","EUR"
"20 févr. 2007","55,8700","EUR","299,4345M","EUR"
"19 févr. 2007","56,0500","EUR","300,4280M","EUR"
"16 févr. 2007","55,8400","EUR","299,6155M","EUR"
"15 févr. 2007","55,8900","EUR","299,8740M","EUR"
"14 févr. 2007","55,7400","EUR","299,0341M","EUR"
"13 févr. 2007","55,3100","EUR","296,2027M","EUR"
"12 févr. 2007","55,2400","EUR","295,8117M","EUR"
"09 févr. 2007","55,6800","EUR","298,2467M","EUR"
"08 févr. 2007","55,4800","EUR","297,0686M","EUR"
"07 févr. 2007","55,8600","EUR","299,0034M","EUR"
"06 févr. 2007","55,5500","EUR","297,2430M","EUR"
"05 févr. 2007","55,3500","EUR","300,0883M","EUR"
"02 févr. 2007","55,3000","EUR","299,6874M","EUR"
"01 févr. 2007","55,0100","EUR","298,2951M","EUR"
"31 janv. 2007","54,4000","EUR","294,9197M","EUR"
"30 janv. 2007","54,4800","EUR","294,8709M","EUR"
"29 janv. 2007","54,4100","EUR","294,4117M","EUR"
"26 janv. 2007","54,1800","EUR","293,1531M","EUR"
"25 janv. 2007","54,4300","EUR","294,4059M","EUR"
"24 janv. 2007","54,6900","EUR","295,7722M","EUR"
"23 janv. 2007","54,3400","EUR","293,9296M","EUR"
"22 janv. 2007","54,3600","EUR","294,3619M","EUR"
"19 janv. 2007","54,4800","EUR","294,8742M","EUR"
"18 janv. 2007","53,9900","EUR","292,0280M","EUR"
"17 janv. 2007","54,1200","EUR","292,6805M","EUR"
"16 janv. 2007","54,0500","EUR","292,3493M","EUR"
"15 janv. 2007","54,2500","EUR","293,4840M","EUR"
"12 janv. 2007","54,0800","EUR","291,1897M","EUR"
"11 janv. 2007","53,9500","EUR","290,4968M","EUR"
"10 janv. 2007","53,2400","EUR","286,7659M","EUR"
"09 janv. 2007","53,4000","EUR","287,4723M","EUR"
"08 janv. 2007","53,1800","EUR","286,3362M","EUR"
"05 janv. 2007","53,1600","EUR","285,6616M","EUR"
"04 janv. 2007","53,5800","EUR","287,9326M","EUR"
"03 janv. 2007","53,7800","EUR","289,0650M","EUR"
"02 janv. 2007","53,9000","EUR","289,7538M","EUR"
"01 janv. 2007","53,4000","EUR","286,6240M","EUR"
"29 déc. 2006","53,4000","EUR","286,6240M","EUR"
"28 déc. 2006","53,4500","EUR","286,6964M","EUR"
"27 déc. 2006","53,5100","EUR","286,9938M","EUR"
"22 déc. 2006","52,9700","EUR","282,7242M","EUR"
"21 déc. 2006","53,2300","EUR","280,8823M","EUR"
"20 déc. 2006","53,3000","EUR","280,2338M","EUR"
"19 déc. 2006","53,2000","EUR","279,7247M","EUR"
"18 déc. 2006","53,4600","EUR","279,9585M","EUR"
"15 déc. 2006","53,4500","EUR","281,4319M","EUR"
"14 déc. 2006","53,1100","EUR","279,4874M","EUR"
"13 déc. 2006","52,7700","EUR","277,6677M","EUR"
"12 déc. 2006","52,3900","EUR","275,6490M","EUR"
"11 déc. 2006","52,2400","EUR","274,9094M","EUR"
"08 déc. 2006","52,1200","EUR","274,2761M","EUR"
"07 déc. 2006","52,0400","EUR","273,8612M","EUR"
"06 déc. 2006","51,6500","EUR","272,0491M","EUR"
"05 déc. 2006","51,6700","EUR","272,2552M","EUR"
"04 déc. 2006","51,3200","EUR","270,3427M","EUR"
"01 déc. 2006","51,0000","EUR","268,6565M","EUR"
"30 nov. 2006","51,3300","EUR","270,4611M","EUR"
"29 nov. 2006","51,6500","EUR","272,0700M","EUR"
"28 nov. 2006","50,9000","EUR","268,0239M","EUR"
"27 nov. 2006","51,0200","EUR","269,0156M","EUR"
"24 nov. 2006","51,7100","EUR","272,5547M","EUR"
"23 nov. 2006","52,0300","EUR","274,2312M","EUR"
"22 nov. 2006","52,1200","EUR","274,7099M","EUR"
"21 nov. 2006","52,1900","EUR","273,8359M","EUR"
"20 nov. 2006","51,9500","EUR","272,6974M","EUR"
"17 nov. 2006","51,8000","EUR","271,9104M","EUR"
"16 nov. 2006","52,0900","EUR","273,4688M","EUR"
"15 nov. 2006","52,0800","EUR","273,3866M","EUR"
"14 nov. 2006","51,7400","EUR","271,6115M","EUR"
"13 nov. 2006","51,9700","EUR","272,8365M","EUR"
"10 nov. 2006","51,7800","EUR","271,8946M","EUR"
"09 nov. 2006","51,7600","EUR","271,7521M","EUR"
"08 nov. 2006","51,7100","EUR","271,4508M","EUR"
"07 nov. 2006","51,5900","EUR","271,1636M","EUR"
"06 nov. 2006","51,4100","EUR","270,6390M","EUR"
"03 nov. 2006","50,8600","EUR","268,1016M","EUR"
"02 nov. 2006","50,6700","EUR","267,0958M","EUR"
"31 oct. 2006","50,7500","EUR","267,5256M","EUR"
"30 oct. 2006","50,5300","EUR","266,4878M","EUR"
"27 oct. 2006","50,5500","EUR","266,4404M","EUR"
"26 oct. 2006","50,8000","EUR","267,6890M","EUR"
"25 oct. 2006","50,9000","EUR","268,2003M","EUR"
"24 oct. 2006","50,7800","EUR","267,5157M","EUR"
"23 oct. 2006","50,8100","EUR","267,6664M","EUR"
"20 oct. 2006","50,7100","EUR","266,4536M","EUR"
"19 oct. 2006","50,5200","EUR","265,4377M","EUR"
"18 oct. 2006","50,5200","EUR","265,4511M","EUR"
"17 oct. 2006","50,1100","EUR","264,4864M","EUR"
"16 oct. 2006","50,6600","EUR","267,2153M","EUR"
"13 oct. 2006","50,6100","EUR","267,2291M","EUR"
"12 oct. 2006","50,4700","EUR","266,4271M","EUR"
"11 oct. 2006","50,0700","EUR","264,2363M","EUR"
"10 oct. 2006","50,0600","EUR","264,2015M","EUR"
"09 oct. 2006","49,6700","EUR","262,1585M","EUR"
"06 oct. 2006","49,5800","EUR","261,2068M","EUR"
"05 oct. 2006","49,5700","EUR","261,1762M","EUR"
"04 oct. 2006","49,1500","EUR","258,9379M","EUR"
"03 oct. 2006","48,8200","EUR","257,1762M","EUR"
"02 oct. 2006","48,9800","EUR","258,0466M","EUR"
"29 sept. 2006","49,0500","EUR","258,4021M","EUR"
"28 sept. 2006","49,0300","EUR","258,2617M","EUR"
"27 sept. 2006","49,0300","EUR","257,8954M","EUR"
"26 sept. 2006","48,8100","EUR","257,1043M","EUR"
"25 sept. 2006","48,1300","EUR","253,4289M","EUR"
"22 sept. 2006","48,1600","EUR","253,5982M","EUR"
"21 sept. 2006","48,6500","EUR","256,1821M","EUR"
"20 sept. 2006","48,5500","EUR","255,6211M","EUR"
"19 sept. 2006","48,0700","EUR","253,0841M","EUR"
"18 sept. 2006","48,2600","EUR","254,1504M","EUR"
"15 sept. 2006","48,1800","EUR","253,7635M","EUR"
"14 sept. 2006","48,1600","EUR","253,6925M","EUR"
"13 sept. 2006","48,1800","EUR","253,7990M","EUR"
"12 sept. 2006","48,0900","EUR","253,3102M","EUR"
"11 sept. 2006","47,5700","EUR","250,4708M","EUR"
"08 sept. 2006","47,9000","EUR","252,2231M","EUR"
"07 sept. 2006","47,6200","EUR","253,2132M","EUR"
"06 sept. 2006","48,0300","EUR","255,4616M","EUR"
"05 sept. 2006","48,6200","EUR","254,3092M","EUR"
"04 sept. 2006","48,8300","EUR","255,3067M","EUR"
"01 sept. 2006","48,5800","EUR","254,0590M","EUR"
"31 août 2006","48,3700","EUR","252,9244M","EUR"
"30 août 2006","48,3900","EUR","253,0309M","EUR"
"29 août 2006","48,1800","EUR","251,8804M","EUR"
"28 août 2006","48,3000","EUR","252,5032M","EUR"
"25 août 2006","48,0500","EUR","253,9648M","EUR"
"24 août 2006","47,9900","EUR","252,6657M","EUR"
"23 août 2006","47,6700","EUR","250,7260M","EUR"
"22 août 2006","47,9300","EUR","252,0245M","EUR"
"21 août 2006","47,7600","EUR","251,1228M","EUR"
"18 août 2006","47,8400","EUR","251,4775M","EUR"
"17 août 2006","47,8700","EUR","251,6172M","EUR"
"16 août 2006","47,8300","EUR","251,4469M","EUR"
"14 août 2006","47,6100","EUR","250,2612M","EUR"
"11 août 2006","46,9900","EUR","246,9185M","EUR"
"10 août 2006","46,8600","EUR","246,1036M","EUR"
"09 août 2006","47,1800","EUR","247,7711M","EUR"
"08 août 2006","47,0400","EUR","247,0495M","EUR"
"07 août 2006","46,9900","EUR","246,6614M","EUR"
"04 août 2006","47,5600","EUR","250,6743M","EUR"
"03 août 2006","47,1000","EUR","248,2584M","EUR"
"02 août 2006","47,4900","EUR","250,2839M","EUR"
"01 août 2006","46,9400","EUR","247,3424M","EUR"
"31 juil. 2006","47,2100","EUR","248,7079M","EUR"
"28 juil. 2006","47,2800","EUR","248,9429M","EUR"
"27 juil. 2006","47,2000","EUR","248,4789M","EUR"
"26 juil. 2006","46,8200","EUR","246,4490M","EUR"
"25 juil. 2006","46,7800","EUR","246,1875M","EUR"
"24 juil. 2006","46,6800","EUR","245,6366M","EUR"
"21 juil. 2006","45,9500","EUR","241,7158M","EUR"
"20 juil. 2006","46,3900","EUR","244,0510M","EUR"
"19 juil. 2006","46,1900","EUR","242,9248M","EUR"
"18 juil. 2006","45,3300","EUR","238,3980M","EUR"
"17 juil. 2006","45,5200","EUR","239,3667M","EUR"
"14 juil. 2006","45,8600","EUR","241,0737M","EUR"
"13 juil. 2006","46,3600","EUR","243,3978M","EUR"
"12 juil. 2006","47,1700","EUR","243,6448M","EUR"
"11 juil. 2006","46,8600","EUR","241,8861M","EUR"
"10 juil. 2006","47,3000","EUR","243,9929M","EUR"
"07 juil. 2006","47,1700","EUR","243,2285M","EUR"
"06 juil. 2006","47,3500","EUR","243,4193M","EUR"
"05 juil. 2006","46,8200","EUR","240,6536M","EUR"
"04 juil. 2006","47,4400","EUR","242,9502M","EUR"
"03 juil. 2006","47,3700","EUR","239,8567M","EUR"
"30 juin 2006","47,1700","EUR","235,4616M","EUR"
"29 juin 2006","46,5800","EUR","232,4572M","EUR"
"28 juin 2006","45,8300","EUR","228,6172M","EUR"
"27 juin 2006","45,8400","EUR","228,6869M","EUR"
"26 juin 2006","46,1000","EUR","229,1490M","EUR"
"22 juin 2006","46,1600","EUR","229,3557M","EUR"
"21 juin 2006","45,5800","EUR","226,4444M","EUR"
"20 juin 2006","45,5400","EUR","226,1951M","EUR"
"19 juin 2006","45,3100","EUR","224,8826M","EUR"
"16 juin 2006","44,9800","EUR","223,2231M","EUR"
"15 juin 2006","45,4600","EUR","225,5769M","EUR"
"14 juin 2006","44,3400","EUR","220,9211M","EUR"
"13 juin 2006","44,1000","EUR","219,5885M","EUR"
"12 juin 2006","45,3900","EUR","226,0147M","EUR"
"09 juin 2006","45,8900","EUR","228,4942M","EUR"
"08 juin 2006","45,3200","EUR","225,6114M","EUR"
"07 juin 2006","46,4400","EUR","231,2289M","EUR"
"06 juin 2006","46,3000","EUR","230,4175M","EUR"
"05 juin 2006","47,3100","EUR","233,6420M","EUR"
"02 juin 2006","47,3100","EUR","233,6420M","EUR"
"01 juin 2006","47,3000","EUR","233,5669M","EUR"
"31 mai 2006","47,1200","EUR","232,5958M","EUR"
"30 mai 2006","46,8300","EUR","229,4616M","EUR"
"29 mai 2006","47,9000","EUR","234,9662M","EUR"
"26 mai 2006","47,8700","EUR","234,7150M","EUR"
"25 mai 2006","46,8800","EUR","229,5195M","EUR"
"24 mai 2006","46,8800","EUR","229,5195M","EUR"
"23 mai 2006","46,7900","EUR","229,1811M","EUR"
"22 mai 2006","45,5300","EUR","223,0100M","EUR"
"19 mai 2006","47,2100","EUR","231,2601M","EUR"
"18 mai 2006","47,1600","EUR","231,1456M","EUR"
"17 mai 2006","47,6200","EUR","233,3414M","EUR"
"16 mai 2006","48,7700","EUR","239,8189M","EUR"
"15 mai 2006","48,7000","EUR","239,4346M","EUR"
"12 mai 2006","49,6100","EUR","243,3993M","EUR"
"11 mai 2006","50,7100","EUR","248,6857M","EUR"
"10 mai 2006","50,6700","EUR","248,4387M","EUR"
"09 mai 2006","50,7900","EUR","249,0364M","EUR"
"08 mai 2006","50,6400","EUR","248,2719M","EUR"
"05 mai 2006","50,7000","EUR","248,5977M","EUR"
"04 mai 2006","50,0600","EUR","245,3449M","EUR"
"03 mai 2006","49,6100","EUR","243,1302M","EUR"
"02 mai 2006","49,7300","EUR","243,5753M","EUR"
"01 mai 2006","49,3700","EUR","241,7799M","EUR"
"28 avr. 2006","49,3700","EUR","241,7799M","EUR"
"27 avr. 2006","49,5900","EUR","242,6989M","EUR"
"26 avr. 2006","50,1600","EUR","245,4089M","EUR"
"25 avr. 2006","50,1500","EUR","245,4344M","EUR"
"24 avr. 2006","50,2900","EUR","246,0846M","EUR"
"21 avr. 2006","50,4900","EUR","246,9999M","EUR"
"20 avr. 2006","50,0300","EUR","244,2082M","EUR"
"19 avr. 2006","49,7100","EUR","242,5763M","EUR"
"18 avr. 2006","49,1600","EUR","239,7380M","EUR"
"17 avr. 2006","49,1100","EUR","239,0392M","EUR"
"12 avr. 2006","48,9200","EUR","238,1282M","EUR"
"11 avr. 2006","49,1100","EUR","238,4856M","EUR"
"10 avr. 2006","49,7800","EUR","241,4926M","EUR"
"07 avr. 2006","49,6100","EUR","239,5291M","EUR"
"06 avr. 2006","49,9500","EUR","241,2761M","EUR"
